scorer,,,Ahmed,Ahmed,Ahmed,Ahmed,Ahmed,Ahmed,Ahmed,Ahmed,Ahmed,Ahmed,Ahmed,Ahmed,Ahmed,Ahmed,Ahmed,Ahmed,Ahmed,Ahmed
labeled-data,BalloonUltrasound,img053.png,222.22866868987256,98.97682550444723,144.56632236721074,345.080658434299,317.7241909561468,347.1638297261869,178.73733780153665,242.29009204786155,175.6346161355806,159.6151930224651,161.59368095208976,294.3638994812042,274.1144421069796,249.64796564663868,267.10821047532175,165.64793986766833,307.49299251145897,299.9911326222029
labeled-data,BalloonUltrasound,img063.png,210.94298326886212,97.04618786065782,136.02780902486177,342.3760447947861,320.2445742843303,345.91614529057205,166.9562538460838,249.7750543493109,169.6182669105309,161.11630217007243,147.67725291066418,297.927378999331,270.5424717872412,253.71966958439026,267.7291096676083,170.92231488199428,301.5686464297831,300.96809081864996
labeled-data,BalloonUltrasound,img064.png,216.82934420104863,98.7239763773152,128.1900066970283,338.8936664053229,297.94485359979564,349.6408027111751,193.21919929058845,245.9167283367787,170.78131312810936,155.22293961755275,150.40107329139153,293.444119287656,270.73377811895074,249.40186899774477,264.5275321281393,164.06486607280388,305.1343518134079,300.62665627644043
labeled-data,BalloonUltrasound,img071.png,219.1372971364796,94.18761736033855,136.03905311610123,338.670761257289,320.3888608742868,345.52529218781456,171.62664250994212,228.12230330392254,178.07353631162874,145.72799379419874,171.59518882004173,290.1320605239367,272.6512808720465,244.02264973089194,262.3681278409244,155.11600350460014,299.5392938401823,286.2837794788756
labeled-data,BalloonUltrasound,img079.png,220.3950603522586,94.02217780024048,114.95050575095763,333.81777803770484,303.93946976949115,350.3590885885364,157.5964867519583,230.84676003506524,175.69381898485727,151.12124989048766,142.29216746600963,291.8031340087759,273.59620632217576,254.48514401807603,264.6145182057338,165.3742894824579,305.70132629941185,308.8234225762945
labeled-data,BalloonUltrasound,img088.png,228.73138795581457,93.6160148240458,139.216910235711,338.49072624903675,318.3720937985602,345.63125596666447,173.55362021965965,263.89151306049155,179.6894443902851,171.4155515344833,163.26753487309935,305.0549102768865,277.6402634557072,252.8788316787784,270.9206450146595,174.61386416242706,306.1542145706025,309.68222360128317
labeled-data,BalloonUltrasound,img100.png,221.56197765272708,93.43599689469364,123.85001266033163,336.50965944209133,305.2199086090263,348.5703813276887,145.37001449354045,229.54199110582834,176.43114217221535,152.06556520812157,144.43941995851057,280.46446487546956,271.6944070604354,249.6224721855288,264.3984521660029,177.63668575165434,295.36838183859624,309.38682874695263
labeled-data,BalloonUltrasound,img102.png,218.2455307759664,93.02608897062248,124.21304669682388,335.672349004756,306.50124527465647,348.3970810744706,173.18726551739323,241.79962139961586,177.667625955111,159.05734731385132,149.33359651772776,287.94262755950905,262.1063030809213,250.24403599476966,259.5211323591855,167.88744249598867,287.7952919604789,302.9912846531052
labeled-data,BalloonUltrasound,img104.png,218.17598814220293,95.31144899073702,111.6987268043008,330.3426721778314,289.24922449507073,349.7174547045709,140.26229534051012,281.1251719536332,171.4888304777296,166.25402252102208,131.77256024235592,307.81920583175287,257.3697717774878,281.4441105746648,257.7957413644075,177.50753136626287,282.5019774057489,320.6333125712754
labeled-data,BalloonUltrasound,img106.png,217.1884864626312,96.27377064616903,123.80811278116256,335.46935123857446,272.0713228753448,352.67184106348657,150.1174346246842,293.24219953906544,164.69975697931656,184.00241060593532,141.69739928565383,316.9049217248754,245.2080089071361,290.92077692277525,258.41306610164617,192.52180234432913,269.48827536155784,326.7022222240284
labeled-data,BalloonUltrasound,img107.png,214.67532681726777,96.97562674697086,121.90111598083323,334.27623012273193,304.3717781728131,348.80652079585604,155.36187393534368,294.6864115089981,163.4552960868176,177.5447751060861,139.6009992193155,316.4108604419018,242.25966966695844,290.852685226721,254.18681810070947,186.49013643139938,278.46708455513124,316.83683002882145
labeled-data,BalloonUltrasound,img111.png,214.84348714599344,97.95017527273323,110.90726022387477,331.1522381535668,286.247015132187,352.2589478539351,149.46462174076652,293.67796379900295,161.71471064159329,181.49707098758694,133.96400320236037,316.2963538163408,232.58351369376712,292.3175341621842,249.33797241594897,182.15738953395254,263.39496878429844,323.15332280436667
